#{"t_start": 1757804866.1245933, "env_id": "None"}
r,l,t
-28104.090201,24,622.206207
-62666.742187,24,622.584116
-25153.526917,24,622.989101
-15439.487876,24,623.418248
-20417.27282,24,623.82016
-20830.372938,24,624.230313
-36523.150635,24,624.641901
-417.722251,24,625.050813
-11174.601055,24,625.462223
-12188.994219,24,625.856956
-13722.259449,24,626.275952
-15633.013153,24,626.686005
-9267.342781,24,627.10903
-14039.451019,24,627.503277
-52396.935099,24,627.932798
-14506.123047,24,628.354107
-6856.35578,24,628.766264
-13145.964142,24,629.195858
-1408.327936,24,629.641045
-18521.672956,24,630.060822
-7809.474884,24,630.462162
-8290.847106,24,630.843215
-16486.705414,24,631.316203
-18043.954102,24,631.708365
-35094.11261,24,632.092796
-808.259703,24,632.477339
-32426.747711,24,632.862413
-21416.849518,24,633.267056
-15588.95105,24,633.689608
-13740.604746,24,634.124125
-15224.384786,24,634.559963
-6796.625765,24,634.97359
-19114.942413,24,635.361694
-12709.755378,24,635.75739
-707.221618,24,636.218297
-21485.596375,24,636.623265
-612.127669,24,637.044799
-25539.977316,24,637.429432
-14154.992056,24,637.817316
-1956.361086,24,638.241486
-55272.767372,24,638.645019
-14562.983562,24,639.066422
-14590.610934,24,639.492224
-34046.349209,24,639.893528
-40796.772547,24,640.306141
-30613.789429,24,640.704674
-15980.142212,24,641.17167
-18094.634462,24,641.599777
-40517.502207,24,642.005177
-16215.04126,24,642.435574
-558.793193,24,642.831674
-39812.947131,24,643.223117
-16414.533234,24,643.608369
-17327.493876,24,644.018456
-736.178789,24,644.443337
-9272.581909,24,644.855244
-17010.860822,24,645.2658
-17890.1716,24,645.663843
-16200.525032,24,646.069536
-30343.735214,24,646.482737
-71231.638689,24,646.899268
-36539.732056,24,647.309957
-20315.87155,24,647.696794
-19351.90296,24,648.097152
-28845.549683,24,648.507637
-608.499316,24,649.662926
-22679.826355,24,650.123481
-702.68479,24,650.541445
-15936.332142,24,650.95949
-695.723801,24,651.346963
-26747.840621,24,651.737364
-19882.195493,24,652.175719
-20711.194794,24,652.705006
-437.043302,24,653.088881
-32167.598917,24,653.477409
-71212.011688,24,653.858606
-43450.807,24,654.27745
-473.458807,24,654.679478
-18697.688705,24,655.08618
-614.854956,24,655.494746
-5448.684841,24,655.893238
-429.84848,24,656.276111
-17331.716818,24,656.704877
-26173.786469,24,657.097601
-28391.925862,24,657.512989
-15958.791173,24,657.941862
-26236.9555,24,658.346141
-760.848036,24,658.748429
-64835.101379,24,659.144861
-17989.036363,24,659.553063
-2053.387736,24,659.970265
-655.193614,24,660.416309
-17281.462423,24,660.822346
-60567.834473,24,661.212107
-678.472024,24,661.60804
-3341.622676,24,662.014347
-652.8739,24,662.44036
-691.393497,24,662.822796
-11431.093415,24,663.213945
-19984.054443,24,663.618011
-27260.716125,24,664.013389
-22944.809692,24,664.439267
-38902.38269,24,664.838173
-29736.216309,24,665.261295
-23693.922302,24,665.665949
-10356.399337,24,666.070164
-433.025055,24,666.491649
-31855.482483,24,666.898486
-16033.400526,24,667.291419
-695.219242,24,667.709268
-14882.695942,24,668.108204
-11663.604614,24,668.500993
-17277.775146,24,668.896264
-10222.684217,24,669.295355
-47461.234344,24,669.754742
-5063.915991,24,670.123959
-14886.558362,24,670.567565
-6123.488578,24,670.96261
-22738.748627,24,671.426377
-14294.6234,24,671.81261
-15946.381195,24,672.188783
-7688.599449,24,672.597574
-684.641209,24,672.991884
-7322.487327,24,673.411566
-5533.827045,24,673.828884
-19791.426758,24,674.237501
-17473.330701,24,674.656972
-509.764061,24,675.067152
-9290.173593,24,675.467016
-57292.565063,24,675.881805
-38407.448486,24,676.303426
-27125.591019,24,676.69212
-39586.615448,24,677.118586
-18053.221984,24,677.4996
-23182.164154,24,677.89824
-13956.694056,24,678.308377
-15023.36137,24,678.704828
-35369.823558,24,679.139338
-23771.314453,24,679.524278
-8409.14005,24,679.920076
-14128.256718,24,680.336854
-19281.64114,24,680.735096
-15415.771072,24,681.12389
-17959.862305,24,681.513147
-5078.588856,24,681.952104
-16644.912659,24,682.363589
-8207.433685,24,682.772589
-17693.97171,24,683.183304
-12259.232905,24,683.570567
-18921.161652,24,683.941155
-420.706673,24,684.34666
-26108.158447,24,684.767803
-17537.290565,24,685.15141
-37109.123901,24,685.570711
-9458.631304,24,685.980791
-12304.326095,24,686.390853
-12660.97583,24,686.798824
-1316.457026,24,687.194119
-16115.683688,24,687.665316
-18002.56781,24,688.069474
-44201.112331,24,688.448409
-22697.145142,24,688.839708
-23099.017639,24,689.241987
-15006.301147,24,689.636402
-7815.546372,24,690.048933
-17428.111752,24,690.509164
-12549.529202,24,690.939548
-14852.147782,24,691.359196
-14939.519257,24,691.771743
-13979.980728,24,692.160922
-26026.707214,24,692.616625
-32034.782121,24,693.110634
-20116.621643,24,693.586114
-14045.611885,24,694.005523
-20677.725775,24,694.440944
-14736.275538,24,694.881124
-16419.896355,24,695.331687
-15664.043245,24,695.726926
-19613.946452,24,696.137168
-15093.01189,24,696.610509
-23705.485041,24,697.058011
-3549.439371,24,697.480043
-20908.257663,24,697.915968
-2705.103268,24,698.331262
-54575.510986,24,698.729317
-28275.034451,24,699.173721
-18279.356537,24,699.593811
-31230.228577,24,700.050887
-32518.610251,24,700.481513
-25109.901196,24,700.890471
-27031.50519,24,701.332331
-21338.063654,24,701.73675
-35889.755981,24,702.156133
-79654.045105,24,702.539793
-75993.943702,24,702.964562
-21095.851706,24,703.394848
-15828.978619,24,703.815782
-5531.767485,24,704.257617
-18535.539319,24,704.667379
-8405.704464,24,705.088392
-26752.342903,24,705.506541
-19926.544977,24,705.916543
-16487.654136,24,706.361861
-47678.963013,24,706.763469
-18061.900448,24,707.161966
-26965.346863,24,707.580804
-10456.869839,24,707.979672
-17899.270228,24,708.384569
-16982.221806,24,708.78668
-46210.188774,24,709.190863
-5718.033795,24,709.592789
-36943.716187,24,710.02566
-8352.70369,24,710.416871
-36365.089966,24,710.80832
-60124.07007,24,711.254483
-18036.060636,24,711.671085
-40399.562506,24,712.044816
-30705.943207,24,712.435719
-124961.105232,24,712.845937
-29062.349182,24,713.248886
-17090.103757,24,713.683984
-47535.953735,24,714.09601
-5610.791965,24,714.495002
-30063.728398,24,714.878384
-18116.315264,24,715.283648
-27398.86707,24,715.712124
-31659.613403,24,716.120679
-36376.10498,24,716.557988
-632.281128,24,716.943058
-13778.44233,24,717.350511
-31290.464945,24,717.803754
-19168.993971,24,718.215242
-570.383396,24,718.60082
-43692.599232,24,719.015671
-25273.723589,24,719.471413
-117054.129021,24,719.966748
-42230.174316,24,720.407367
-34312.631521,24,720.783053
-77562.292692,24,721.160532
-52305.709947,24,721.577261
-27174.706787,24,721.974229
-55208.339627,24,722.392886
-58183.92627,24,722.813207
-30780.086792,24,723.249122
-47393.032471,24,723.649519
-47401.729099,24,724.042858
-24566.123596,24,724.457574
-34344.668579,24,724.872485
-54717.84815,24,725.28427
-40479.56345,24,725.70671
-55923.775146,24,726.130377
-29915.294453,24,726.549065
-51547.591654,24,726.940143
-27870.460934,24,727.346786
-24875.971945,24,727.789394
-522.017344,24,728.174325
-55902.509507,24,728.544161
-112844.710062,24,728.959531
-30387.856018,24,729.371161
-31409.938904,24,729.793952
-132199.122864,24,730.215066
-48922.312705,24,730.597316
-39669.881348,24,731.009684
-39433.534912,24,731.412839
-602.410275,24,731.835863
-29423.483848,24,732.245886
-893.364477,24,732.655566
-35495.727783,24,733.055448
-57209.182178,24,733.472995
-64066.724623,24,733.898072
-214825.523315,24,734.319849
-55860.50811,24,734.705369
-114740.258232,24,735.091962
-575.542829,24,736.247209
-49676.511963,24,736.655204
-26689.980896,24,737.034572
-38701.916542,24,737.449434
-51090.463379,24,737.862439
-27056.340393,24,738.277926
-41243.897827,24,738.707618
-54880.756687,24,739.093373
-45055.453247,24,739.522635
-73529.642349,24,739.958398
-27580.810974,24,740.339698
-131457.494813,24,740.737842
-47186.758145,24,741.124036
-27400.557074,24,741.571079
-10328.258791,24,742.004495
-29472.292786,24,742.4188
-43304.201177,24,742.821654
-78639.656494,24,743.244412
-32841.289932,24,743.62356
-42163.02273,24,744.036679
-638.959443,24,744.454663
-22148.169861,24,744.857515
-18469.630104,24,745.261755
-89359.167195,24,745.678674
-35827.622009,24,746.097345
-619.934915,24,746.498609
-24639.021667,24,746.888754
-66279.149167,24,747.323109
-6446.791847,24,747.741255
-40993.619751,24,748.302017
-38324.093443,24,748.765313
-87995.152958,24,749.228657
-142146.442869,24,749.722834
-33108.597046,24,750.210668
-49410.980103,24,750.617529
-2195.474932,24,751.000193
-39620.610958,24,751.409715
-46527.594776,24,751.905399
-25286.202637,24,752.32636
-45232.6104,24,752.77216
-37106.03125,24,753.16064
-102709.423096,24,753.597493
-475.152718,24,754.02903
-51803.413789,24,754.452701
-627.194695,24,754.861072
-48047.836426,24,755.286639
-56620.386467,24,755.684509
-35878.235779,24,756.107191
-32883.828724,24,756.508258
-57623.916299,24,756.963673
-33363.371005,24,757.387963
-5209.953162,24,757.822091
-63557.940918,24,758.218686
-56522.088913,24,758.622659
-34814.684771,24,758.993162
-175680.918579,24,759.380191
-80689.167267,24,759.784956
-93772.273013,24,760.18303
-74896.278608,24,760.609408
-52498.940796,24,761.014987
-88132.603471,24,761.429811
-38185.877497,24,761.855184
-71059.231878,24,762.250681
-60118.581079,24,762.70213
-108154.78422,24,763.091871
-191079.824429,24,763.520612
-47603.404297,24,763.939307
-56660.291321,24,764.323771
-57918.728882,24,764.69973
-50934.243866,24,765.129918
-68404.892578,24,765.518794
-54178.281006,24,765.913164
-73114.723488,24,766.312133
-66901.114807,24,766.743508
-47041.720337,24,767.170242
-43713.515927,24,767.608608
-45662.893368,24,768.038193
-49014.010106,24,768.460344
-77097.414551,24,768.886149
-54958.325928,24,769.286756
-68521.38232,24,769.696583
-64833.276337,24,770.087316
-52092.248749,24,770.47827
-83299.193027,24,770.91036
-65073.769735,24,771.318016
-71084.4844,24,771.729146
-41883.829125,24,772.126327
-33149.614164,24,772.508774
-192189.381356,24,772.933054
-62771.75114,24,773.363271
-259064.869635,24,773.748058
-622.753315,24,774.140857
-25697.079401,24,774.524759
-82868.36529,24,774.949229
-105410.857647,24,775.363981
-13791.319163,24,775.781365
-4640.81756,24,776.199409
-45905.218384,24,776.59933
-820.889332,24,776.989349
-62401.515029,24,777.39456
-74863.655579,24,777.779206
-48776.8366,24,778.204927
-63283.235769,24,778.621677
-179571.479548,24,779.045628
-69861.389017,24,779.440503
-62319.595947,24,779.831067
-89839.449785,24,780.243477
-41204.643921,24,780.674336
-175206.955786,24,781.107885
-75970.440241,24,781.525828
-81382.571307,24,781.924044
-17492.996351,24,782.320147
-81263.409294,24,782.725246
-45115.591919,24,783.128174
-144288.543191,24,783.524291
-42927.415466,24,783.929743
-154910.325835,24,784.334811
-42077.885284,24,784.736635
-26386.466785,24,785.132347
-68404.302259,24,785.599081
-160840.451373,24,786.031819
-48055.029353,24,786.425921
-575.872766,24,786.8312
-61204.273041,24,787.238093
-54085.392334,24,787.645107
-56282.284058,24,788.070695
-52686.626343,24,788.456822
-73559.16394,24,788.877705
-34534.18634,24,789.293604
-78484.143133,24,789.681687
-97245.580355,24,790.071491
-54689.554754,24,790.494319
-85054.090942,24,790.879363
-51145.758601,24,791.28445
-163936.166318,24,791.69931
-86492.108887,24,792.123615
-89109.556885,24,792.517622
-146189.446053,24,792.901076
-27926.020691,24,793.293713
-206645.258362,24,793.734925
-118955.028254,24,794.162053
-55182.785196,24,794.58566
-158457.241288,24,795.001821
-95161.321289,24,795.447353
-145739.677124,24,795.825224
-173014.573535,24,796.258058
-327744.954145,24,796.685884
-158219.911434,24,797.088562
-61384.283936,24,797.488188
-75387.790649,24,797.883899
-82516.690341,24,798.28391
-149816.823044,24,798.663409
-126331.291685,24,799.061054
-161617.431885,24,799.483677
-84466.825928,24,799.854365
-428111.723333,24,800.267472
-200709.360352,24,800.687448
-125343.634725,24,801.102848
-31981.234532,24,801.502289
-144369.180176,24,801.891744
-133901.224192,24,802.288014
-123898.431458,24,802.705178
-135581.045454,24,803.140337
-166608.547211,24,803.544019
-101152.337341,24,803.940742
-139232.732373,24,804.338689
-171927.974197,24,804.752273
-110437.753906,24,805.195605
-68482.843414,24,805.585698
-179569.156299,24,805.991146
-52202.567872,24,806.457801
-115878.967436,24,806.933811
-105070.443359,24,807.382779
-236008.571775,24,807.837653
-57205.629211,24,808.282285
-256078.40587,24,808.745812
-236876.824045,24,809.168768
-108541.071289,24,809.586956
-52701.101936,24,809.986443
-62818.991211,24,810.4667
-89768.522663,24,810.935855
-96305.491282,24,811.325535
-46806.69549,24,811.743683
-109300.413496,24,812.183589
-126077.996928,24,812.589526
-107465.413406,24,813.005399
-147671.544723,24,813.383543
-148368.848103,24,813.811754
-115614.601135,24,814.209632
-63829.868408,24,814.622259
-100540.314327,24,815.062252
-72648.452087,24,815.475981
-69555.746948,24,815.886119
-176804.498824,24,816.300578
-111973.956879,24,816.722437
-82307.977539,24,817.136711
-169918.430422,24,817.545136
-154490.662584,24,817.921427
-146597.539175,24,818.316966
-60356.803955,24,818.732722
-83810.70105,24,819.130522
-61387.294373,24,819.562528
-66731.712193,24,819.96647
-81262.866882,24,820.395911
-16168.826547,24,820.835314
-136766.29314,24,821.237731
-53014.061035,24,821.645945
-84881.121948,24,822.016081
-128000.445771,24,823.166901
-219758.250439,24,823.60357
-265081.289978,24,824.02102
-100032.809601,24,824.420237
-92692.635529,24,824.826189
-553.874671,24,825.233594
-98384.925285,24,825.652657
-98824.309277,24,826.026342
-156504.619507,24,826.432982
-55912.347473,24,826.833064
-73235.66835,24,827.226985
-31968.980362,24,827.631259
-117421.660961,24,828.021227
-99226.272949,24,828.458776
-72206.36554,24,828.858827
-81883.902961,24,829.293078
-54890.07396,24,829.717049
-158059.06543,24,830.121644
-79849.566956,24,830.572085
-62721.173645,24,830.968354
-54049.368332,24,831.376457
-147167.93692,24,831.773333
-58272.027588,24,832.159771
-81435.368286,24,832.576181
-16478.315282,24,832.98249
-95169.756592,24,833.374393
-122929.288721,24,833.791175
-44791.579987,24,834.195056
-14483.46427,24,834.604885
-42511.724693,24,835.023227
-36074.770386,24,835.411896
-35647.506226,24,835.81604
-398.399419,24,836.226438
-38332.277405,24,836.671672
-97829.528793,24,837.090622
-72419.82433,24,837.50308
-198311.265442,24,837.904222
-17414.816008,24,838.33854
-32631.421326,24,838.759406
-20859.823208,24,839.19135
-200254.738512,24,839.607327
-49511.334534,24,840.024128
-39048.788307,24,840.43314
-43225.93219,24,840.838845
-69957.784415,24,841.273387
-35612.53595,24,841.670629
-38669.240356,24,842.080813
-48149.714861,24,842.487474
-71695.333552,24,842.876208
-79960.40625,24,843.27869
-150586.590546,24,843.667579
-64579.889254,24,844.10538
-96149.270413,24,844.521831
-155321.059082,24,844.970236
-29075.232028,24,845.37437
-25756.228602,24,845.840114
-161047.050049,24,846.260184
-87971.301819,24,846.72015
-49683.100342,24,847.165404
-14121.361134,24,847.60646
-59961.991089,24,848.018471
-35350.282227,24,848.467724
-20444.177064,24,848.8341
-98656.933105,24,849.246514
-38941.740845,24,849.627136
-37743.725403,24,850.039229
-115075.569863,24,850.426044
-129176.487549,24,850.81517
-52266.541746,24,851.194884
-45598.919556,24,851.596801
-100231.774414,24,852.022667
-23197.903706,24,852.416752
-95687.386322,24,852.78893
-43340.01178,24,853.196451
-1036.846357,24,853.618242
-32925.663422,24,854.017307
-99851.243017,24,854.442897
-505.856541,24,854.90296
-1140.439731,24,855.290694
-275.782887,24,855.677059
-29221.758606,24,856.093285
-49679.367477,24,856.496404
-32509.790466,24,856.860088
-86814.185059,24,857.273488
-45044.401161,24,857.676255
-41262.126583,24,858.114687
-32221.544617,24,858.533509
-1619.334791,24,858.92871
-52323.32251,24,859.337539
-59532.891273,24,859.755029
-98764.026894,24,860.143211
-138507.946302,24,860.556463
-42354.854256,24,860.982906
-39109.076508,24,861.39922
-5084.685266,24,861.817221
-76503.74231,24,862.219946
-45090.852478,24,862.604498
-38597.938477,24,863.022786
-64439.526463,24,863.423187
-50261.55197,24,863.833761
-48870.949514,24,864.249049
-79891.441162,24,864.699389
-24698.471008,24,865.101909
-25794.533142,24,865.508388
-82918.980984,24,865.921778
-28150.979675,24,866.330087
-37222.97937,24,866.764663
-19975.333199,24,867.178201
-112819.280518,24,867.615382
-32683.030212,24,868.042196
-77255.662289,24,868.466941
-20937.62141,24,868.88004
-20596.796661,24,869.282325
-31817.625221,24,869.707929
-34970.044312,24,870.143592
-42101.593384,24,870.550302
-235.71193,24,870.935563
-32385.223328,24,871.339751
-25429.366089,24,871.727836
-18856.716705,24,872.122637
-62901.29541,24,872.538858
-43745.189911,24,872.94318
-34184.428833,24,873.337718
-8056.316887,24,873.733423
-63890.242616,24,874.121795
-30855.227783,24,874.521189
-59971.550116,24,874.950625
-47927.231903,24,875.363979
-43252.755127,24,875.748754
-17722.662959,24,876.206094
-50.595038,24,876.622475
-35634.818054,24,877.020676
-39487.589649,24,877.426237
-27718.490997,24,877.807338
-16852.087958,24,878.236677
-11941.245845,24,878.625828
-25843.189409,24,879.019179
-17518.014261,24,879.447951
-31424.891998,24,879.805127
-37821.455452,24,880.207168
-22373.128995,24,880.618595
-44254.028653,24,881.015094
-16652.876822,24,881.415154
-44827.472136,24,881.830268
-117403.687866,24,882.245207
-17885.279877,24,882.663007
-31001.383789,24,883.100148
-36200.919786,24,883.538396
-44913.796021,24,883.95554
-46789.968116,24,884.395782
-22082.081909,24,884.800074
-19856.995743,24,885.22097
-24366.821625,24,885.627015
-13689.861748,24,886.029405
-29131.277344,24,886.439125
-10787.237251,24,886.829198
-12440.730774,24,887.209532
-22775.12659,24,887.611668
-1914.349201,24,888.016908
-34667.510836,24,888.433204
-36247.271341,24,888.826591
-63628.337292,24,889.238542
-27018.681641,24,889.629596
-21080.764679,24,890.018352
-18474.785217,24,890.427505
-17943.865448,24,890.8719
-18150.076492,24,891.294571
-122947.669983,24,891.710871
-42398.097323,24,892.152385
-25804.820686,24,892.574672
-23970.531952,24,892.952078
-70357.858747,24,893.367039
-24246.326477,24,893.772774
-886.914181,24,894.190842
-19789.097839,24,894.620343
-25884.868756,24,895.037248
-15971.510529,24,895.435802
-71013.521814,24,895.855551
-21906.297363,24,896.281534
-18593.94751,24,896.706272
-17748.366667,24,897.117015
-15761.337396,24,897.550102
-39175.004524,24,897.958674
-39408.095215,24,898.39183
-81072.86377,24,898.757965
-33372.505615,24,899.182066
-703.85949,24,899.612864
-37685.321606,24,900.03224
-30601.822266,24,900.481898
-34816.84198,24,900.915323
-60756.542786,24,901.365011
-82621.553822,24,901.76522
-76722.109222,24,902.162905
-27476.532197,24,902.547128
-73203.771248,24,902.963808
-117426.993624,24,903.366102
-57705.881958,24,903.755968
-97767.84906,24,904.171161
-76650.237343,24,904.554176
-32000.595073,24,904.958746
-56836.546143,24,905.319805
-7508.964477,24,905.741169
-52681.346436,24,906.143221
-45626.021729,24,906.601819
-165684.030933,24,907.005917
-39176.307861,24,907.416603
-70018.008057,24,907.809042
-43330.198242,24,908.206693
-60618.07666,24,908.604706
-164743.70993,24,909.804623
-110253.602328,24,910.201885
-100783.185791,24,910.597249
-693.968634,24,911.01118
-161617.369507,24,911.446415
-57714.315278,24,911.867553
-40345.668457,24,912.232647
-47077.804565,24,912.654461
-53366.448364,24,913.105626
-196120.456036,24,913.517935
-47738.725403,24,913.928177
-60668.246277,24,914.319398
-1956.823019,24,914.766293
-171623.452717,24,915.15451
-42303.884949,24,915.549464
-42480.863525,24,915.960905
-91313.905762,24,916.367851
-167840.64328,24,916.781754
-52604.356079,24,917.168312
-38898.122009,24,917.5853
-73964.7941,24,917.989362
-88804.102313,24,918.395062
-36185.417358,24,918.805865
-70742.765137,24,919.1918
-71999.660645,24,919.594552
-52849.634521,24,920.002342
-48596.263062,24,920.430248
-149546.179077,24,920.824054
-135849.776855,24,921.224714
-42619.95697,24,921.675384
-1511.981132,24,922.068952
-174636.960815,24,922.473814
-2407.201488,24,922.87197
-270173.395996,24,923.281029
-41010.029321,24,923.694273
-51051.510498,24,924.092088
-118381.487671,24,924.492762
-40299.21051,24,924.909838
-73963.587952,24,925.330119
-27410.246168,24,925.732198
-73084.128784,24,926.154696
-22263.146118,24,926.551597
-105500.654524,24,926.945614
-46524.840759,24,927.35294
-71996.742899,24,927.786298
-2315.806309,24,928.168836
-40458.85968,24,928.565267
-78044.548585,24,929.004498
-38476.387146,24,929.406098
-695.05736,24,929.804181
-33440.585144,24,930.256803
-596.454586,24,930.662561
-56724.03944,24,931.102054
-37356.714967,24,931.526493
-81982.741526,24,931.927587
-32143.640869,24,932.340133
-45820.253447,24,932.76292
-41010.339196,24,933.163364
-19798.492462,24,933.555262
-37590.8797,24,933.965591
-29662.146912,24,934.37822
-58851.042389,24,934.794947
-21212.876853,24,935.198704
-40931.959473,24,935.583034
-73076.365601,24,935.985834
-24622.42981,24,936.344935
-3673.022715,24,936.767719
-103475.138161,24,937.182552
-31172.951965,24,937.569014
-66581.46106,24,937.994569
-33982.714484,24,938.383207
-19110.403198,24,938.791762
-1430.189074,24,939.244491
-34889.144592,24,939.663185
-41963.262909,24,940.079753
-31953.117859,24,940.500418
-43420.730061,24,940.914272
-61541.158875,24,941.312502
-37149.266785,24,941.718138
-91979.436279,24,942.1267
-50400.569824,24,942.536164
-35445.379211,24,942.943044
-42267.641052,24,943.352331
-26981.512329,24,943.77814
-41883.968273,24,944.229388
-92547.375492,24,944.639189
-190904.534241,24,945.006145
-73684.422791,24,945.390533
-47244.499157,24,945.822449
-29647.996155,24,946.252251
-18569.624809,24,946.655078
-64542.959229,24,947.038044
-41496.85022,24,947.439731
-64747.258209,24,947.842702
-37305.931488,24,948.250684
-15000.785002,24,948.675469
-21773.499451,24,949.124061
-36945.003731,24,949.490792
-2779.598463,24,949.897852
-32965.607109,24,950.310129
-26453.023071,24,950.754166
-23804.431964,24,951.195165
-47234.959595,24,951.595145
-30400.722595,24,952.002401
-416.781908,24,952.422115
-28180.259888,24,952.802657
-46840.618286,24,953.192242
-36697.607056,24,953.616997
-39562.184265,24,954.03436
-234.392881,24,954.464791
-215.565623,24,954.866279
-10762.615603,24,955.260206
-22880.502686,24,955.696084
-30328.287121,24,956.089733
-10828.990125,24,956.482287
-25719.761749,24,956.881192
-51969.819885,24,957.316084
-35069.06842,24,957.72543
-69791.877371,24,958.144165
-18336.571091,24,958.554037
-33907.689783,24,958.950799
-26198.596359,24,959.340044
-26164.23996,24,959.748258
-2359.170101,24,960.236053
-64299.641846,24,960.648399
-30687.870178,24,961.038595
-28899.38208,24,961.4745
-27928.519998,24,961.894517
-46455.234627,24,962.291954
488.314458,24,962.700462
-44591.317322,24,963.100088
-36110.259727,24,963.497127
-15232.445083,24,963.905783
-23604.210388,24,964.300643
-7568.469439,24,964.725643
-23781.021825,24,965.1034
-4318.223249,24,965.513671
-9392.833287,24,965.940001
-159.152388,24,966.340235
-19658.775681,24,966.73172
-27091.776978,24,967.146771
-27277.879395,24,967.536242
-18026.399414,24,967.902727
-23277.602905,24,968.285859
-475.936845,24,968.69087
-42068.628335,24,969.121751
-36552.473679,24,969.517487
-36233.922134,24,969.920392
-21319.966024,24,970.379067
-31547.579712,24,970.794599
-20949.453735,24,971.170547
-72433.408928,24,971.553495
-20911.492279,24,971.963098
-150149.401794,24,972.378117
-28284.96048,24,972.781375
-43646.326602,24,973.185117
-33258.793335,24,973.605256
-41652.034002,24,973.999182
-26185.922363,24,974.403331
-38514.822098,24,974.798134
-2363.029502,24,975.222247
-31787.018692,24,975.631417
-3435.378099,24,976.017022
-46151.640291,24,976.416312
-104980.849936,24,976.861804
-28972.75885,24,977.280878
-19570.278015,24,977.66479
-57169.517185,24,978.109367
-33034.11731,24,978.556227
-31839.074249,24,978.982605
-38264.954498,24,979.368128
-40875.681702,24,979.832868
-33025.033905,24,980.270434
-29822.286621,24,980.648381
-30524.19104,24,981.065792
-239354.762512,24,981.452135
-27838.989871,24,981.872786
-52649.956421,24,982.267357
-282.83916,24,982.686262
-215739.234009,24,983.079046
-29689.411804,24,983.480988
-108385.920135,24,983.891921
-61707.70636,24,984.27785
-57731.561421,24,984.696083
-99636.116949,24,985.121315
-9764.995446,24,985.531527
-44522.203003,24,985.924354
-38111.868652,24,986.320925
-68765.305771,24,986.723732
-8902.921789,24,987.121899
-29140.894684,24,987.530662
-91636.387815,24,987.954148
-200808.661743,24,988.402981
-33431.313721,24,988.814651
-28425.53256,24,989.211584
-176120.953003,24,989.638228
-164174.853027,24,990.044485
-29203.398361,24,990.491242
-23832.319839,24,990.913134
-36228.989105,24,991.364159
-5830.95888,24,991.798552
-17216.515327,24,992.226315
-69569.846558,24,992.629809
-33437.322747,24,993.027228
-19676.585705,24,993.422524
-40122.344225,24,993.816937
-29668.230042,24,994.213065
-53716.507123,24,994.614404
-27856.808746,24,995.757952
-38437.08667,24,996.174802
-13176.68682,24,996.577643
-689.149595,24,996.947613
-29115.557434,24,997.37867
-69492.043823,24,997.761744
-80794.316225,24,998.166407
-22524.924683,24,998.539151
-32603.871299,24,998.989284
-21938.262695,24,999.393424
-134857.81752,24,999.77961
-24808.310791,24,1000.15782
-13009.475001,24,1000.540082
-156815.648438,24,1000.953982
-26840.779541,24,1001.352806
-27072.214294,24,1001.727114
-51020.677528,24,1002.136981
-23997.117561,24,1002.54226
-47560.984619,24,1002.92583
-47439.7099,24,1003.295629
-135482.902954,24,1003.752405
-34410.046875,24,1004.174792
-28592.498291,24,1004.5718
-36548.494629,24,1004.993251
-30932.932013,24,1005.385371
-18218.067013,24,1005.80338
-40410.612305,24,1006.198496
-20739.470032,24,1006.583961
-35535.933685,24,1007.013225
179.503954,24,1007.455423
-11153.229165,24,1007.829742
-27879.381744,24,1008.214219
-138249.226748,24,1008.66854
-26501.712036,24,1009.076674
-57166.846715,24,1009.457391
-28148.9646,24,1009.863826
-96808.12146,24,1010.286148
-41345.850098,24,1010.686005
-142695.308131,24,1011.097514
-73898.998413,24,1011.487337
-58152.477844,24,1011.887557
-30359.443024,24,1012.3545
-1020.629734,24,1012.787649
-146360.585529,24,1013.189171
-27644.224304,24,1013.583714
-32263.810669,24,1014.008933
-28165.613899,24,1014.480845
-130977.125988,24,1014.972852
-23636.699554,24,1015.433197
-189300.931156,24,1015.88933
-26516.905592,24,1016.357111
-121005.631836,24,1016.829701
-29579.019592,24,1017.248599
-26118.812317,24,1017.675075
-45907.807434,24,1018.140994
-25899.092163,24,1018.611303
-126948.439209,24,1019.098885
-109232.021152,24,1019.511179
-122878.417884,24,1019.905289
-41198.856522,24,1020.327588
-180368.362946,24,1020.769945
-35033.255554,24,1021.162361
-37144.645287,24,1021.571054
-72141.550076,24,1021.9897
-107809.266724,24,1022.416733
-86063.509822,24,1022.830715
-40805.79158,24,1023.206694
-1491.090385,24,1023.592539
-46288.065308,24,1024.03347
-38625.195068,24,1024.45809
-37911.440582,24,1024.872654
-16021.343452,24,1025.279937
-93427.419393,24,1025.685331
-21830.087898,24,1026.101294
-24055.145947,24,1026.49675
-35411.75914,24,1026.926158
-28179.184113,24,1027.341046
-23829.949397,24,1027.757197
-76246.501343,24,1028.149282
-62297.37207,24,1028.586056
-265329.927734,24,1029.027634
-41597.06366,24,1029.481163
-27135.605988,24,1029.879143
-19677.986359,24,1030.276918
-28521.220451,24,1030.698185
-231565.318077,24,1031.128557
339.892221,24,1031.522607
-3983.881848,24,1031.897643
-18540.940842,24,1032.333547
-38696.307373,24,1032.746086
-94252.608154,24,1033.125486
-36594.546387,24,1033.555866
-71438.270813,24,1033.999364
-199620.974487,24,1034.410469
-20993.003052,24,1034.79832
-123306.149454,24,1035.188117
-34306.821751,24,1035.604989
